Name	Year	Decade	Abilities	AbilitiesCount	Partnerships	PartnershipsCount	URL	ImageURL	localFilePath	NameCaps	PartnershipsCaps	AbilitiesCaps
Wally West	1959	1950	Infinite-SuperSpeed,Hyper-Accelerated Brain-Activity,Superhuman Agility and Reflexes,Lightning-Projection and Electrokinesis,Time-Travel and Chronokinesis,Speed-Force Absorption, Negation, and Empathy,Aerokinesis & Temperature-Manipulation,Intangibility and Invisibility via Molecular-Vibration at High-Velocity,Energy-Transformation,Light-Projection and Photokinesis,Accelerated-Healing and Immunity,Enhanced-Perceptions and Senses,Protective Speed-Force Aura,Sonic-Shockwave Projection,Dimensional-Travel,Precognition and Retrocognition,Advanced Hand-To-Hand Combatant,Genius-level Intellect	18	Raven,The Flash,Green Lantern,Nightwing,Troia	5	https://en.wikipedia.org/wiki/Wally_West	https://upload.wikimedia.org/wikipedia/en/thumb/5/58/The_Flash_%28Wally_West%29.png/250px-The_Flash_%28Wally_West%29.png	img.dc_chars/182.png	WALLY WEST	RAVEN,THE FLASH,GREEN LANTERN,NIGHTWING,TROIA	INFINITE-SUPERSPEED,HYPER-ACCELERATED BRAIN-ACTIVITY,SUPERHUMAN AGILITY AND REFLEXES,LIGHTNING-PROJECTION AND ELECTROKINESIS,TIME-TRAVEL AND CHRONOKINESIS,SPEED-FORCE ABSORPTION, NEGATION, AND EMPATHY,AEROKINESIS & TEMPERATURE-MANIPULATION,INTANGIBILITY AND INVISIBILITY VIA MOLECULAR-VIBRATION AT HIGH-VELOCITY,ENERGY-TRANSFORMATION,LIGHT-PROJECTION AND PHOTOKINESIS,ACCELERATED-HEALING AND IMMUNITY,ENHANCED-PERCEPTIONS AND SENSES,PROTECTIVE SPEED-FORCE AURA,SONIC-SHOCKWAVE PROJECTION,DIMENSIONAL-TRAVEL,PRECOGNITION AND RETROCOGNITION,ADVANCED HAND-TO-HAND COMBATANT,GENIUS-LEVEL INTELLECT
Tex Thompson	1938	1930	Detective skills,Espionage training,Expert marksman,Skilled with explosives,Expert with whip,Cape capable of flight,Expert hand-to-hand combat,Martial artist	8		0	https://en.wikipedia.org/wiki/Tex_Thompson	https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Americommando.jpg/250px-Americommando.jpg	img.dc_chars/183.jpg	TEX THOMPSON		DETECTIVE SKILLS,ESPIONAGE TRAINING,EXPERT MARKSMAN,SKILLED WITH EXPLOSIVES,EXPERT WITH WHIP,CAPE CAPABLE OF FLIGHT,EXPERT HAND-TO-HAND COMBAT,MARTIAL ARTIST
Thunder	2003	2000	Density manipulation,Superhuman strength,Stomp-induced shockwaves,Thunder clap,Energy projection,Shooting lighting,Electrokinesis,Super jump,Electricity Absorption	9		0	https://en.wikipedia.org/wiki/Thunder_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/b/b3/Anissa_Pierce.png	img.dc_chars/184.png	THUNDER		DENSITY MANIPULATION,SUPERHUMAN STRENGTH,STOMP-INDUCED SHOCKWAVES,THUNDER CLAP,ENERGY PROJECTION,SHOOTING LIGHTING,ELECTROKINESIS,SUPER JUMP,ELECTRICITY ABSORPTION
Thunder and Lightning	1983	1980	Electrokinesis,Psychic link	2		0	https://en.wikipedia.org/wiki/Thunder_and_Lightning_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Thunder_and_lightning_gan_and_tavis_willliams.JPG/250px-Thunder_and_lightning_gan_and_tavis_willliams.JPG	img.dc_chars/185.JPG	THUNDER AND LIGHTNING		ELECTROKINESIS,PSYCHIC LINK
Jakeem Thunder	1998	1990	Genie summoning via pen	1	Thunderbolt	1	https://en.wikipedia.org/wiki/Jakeem_Thunder	https://upload.wikimedia.org/wikipedia/en/thumb/1/11/JakeemandThunderbolt.png/250px-JakeemandThunderbolt.png	img.dc_chars/186.png	JAKEEM THUNDER	THUNDERBOLT	GENIE SUMMONING VIA PEN
Tiger Shark	1949	1940	Brilliant criminal mastermind,Array of underwater-use weapons,Use of a handgun,special jet water ski	4		0	https://en.wikipedia.org/wiki/Tiger_Shark_(DC_Comics)	https://None	N/A	TIGER SHARK		BRILLIANT CRIMINAL MASTERMIND,ARRAY OF UNDERWATER-USE WEAPONS,USE OF A HANDGUN,SPECIAL JET WATER SKI
TNT	1942	1940	After coming in contact with Dan the Dyna-Mite :,Enhanced strength,speed,resistance to injury,Heat generation	5	Dan the Dyna-Mite	1	https://en.wikipedia.org/wiki/TNT_(character)	https://upload.wikimedia.org/wikipedia/en/9/99/TNT_DC_Comics.jpg	img.dc_chars/188.jpg	TNT	DAN THE DYNA-MITE	AFTER COMING IN CONTACT WITH DAN THE DYNA-MITE :,ENHANCED STRENGTH,SPEED,RESISTANCE TO INJURY,HEAT GENERATION
Jason Todd	1983	1980	Peak human condition,Mastery in stealth,Skilled tactician and detective,Expert hand-to-hand combatant, martial artist, and marksman,Proficient in utilizing high-tech weapons, equipment, and gadgetry	5	Batman,Redwing (Damian Wayne),Arsenal	3	https://en.wikipedia.org/wiki/Jason_Todd	https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Red_Hood_%28Jason_Todd%29.png/250px-Red_Hood_%28Jason_Todd%29.png	img.dc_chars/189.png	JASON TODD	BATMAN,REDWING (DAMIAN WAYNE),ARSENAL	PEAK HUMAN CONDITION,MASTERY IN STEALTH,SKILLED TACTICIAN AND DETECTIVE,EXPERT HAND-TO-HAND COMBATANT, MARTIAL ARTIST, AND MARKSMAN,PROFICIENT IN UTILIZING HIGH-TECH WEAPONS, EQUIPMENT, AND GADGETRY
Tomar-Tu	1990	1990	Power Ring	1		0	https://en.wikipedia.org/wiki/Tomar-Tu	https://upload.wikimedia.org/wikipedia/en/7/76/Tomar-Tu.png	img.dc_chars/190.png	TOMAR-TU		POWER RING
Tomorrow Woman	1997	1990	Telekinesis,Telepathy,Lethal EMP weapon	3		0	https://en.wikipedia.org/wiki/Tomorrow_Woman	https://upload.wikimedia.org/wikipedia/en/8/85/Tomorrow_Woman_%28DC_Comics_character%29.png	img.dc_chars/191.png	TOMORROW WOMAN		TELEKINESIS,TELEPATHY,LETHAL EMP WEAPON
Tim Trench	1968	1960		0		0	https://en.wikipedia.org/wiki/Tim_Trench	https://upload.wikimedia.org/wikipedia/en/7/7d/Tim_Trench.jpg	img.dc_chars/192.jpg	TIM TRENCH		
Tyroc	1976	1970	Reality warping scream	1		0	https://en.wikipedia.org/wiki/Tyroc	https://upload.wikimedia.org/wikipedia/en/2/21/Tyroclosh.jpg	img.dc_chars/193.jpg	TYROC		REALITY WARPING SCREAM
Ultra-Man	1939	1930	Enhanced strength,stature	2		0	https://en.wikipedia.org/wiki/Ultra-Man	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/AllAmericanComics8.jpg/250px-AllAmericanComics8.jpg	img.dc_chars/194.jpg	ULTRA-MAN		ENHANCED STRENGTH,STATURE
Vartox	1974	1970	"Hyper strength,Hyper speed,Supersonic flight,Hyper-invulnerability,Hyper-senses,Hyper hearing,Hyper breath,Hyper freezing,Hyper-vision
Heat vision
Telescopic vision
Electromagnetic spectrum vision
Microscopic vision
X-ray vision
Night vision,Heat vision,Telescopic vision,Electromagnetic spectrum vision,Microscopic vision,X-ray vision,Night vision,Body possession,Power augmentation,Mind control,Hyper hypnotism,Telepathy,Telekinesis,Teleportation,Techno-empathy,Intangibility,Energy projection,Astral projection,Prognostication,Self-transmutation into pure hyper-energy,Magnetic powers,Matter transmutation,Energy transmutation,Has a device on his thighboots which emits various gases like paralysis causing gas,An accomplished inventor and a scientific genius"	33		0	https://en.wikipedia.org/wiki/Vartox	https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Vartoxdcu0.jpg/250px-Vartoxdcu0.jpg	img.dc_chars/195.jpg	VARTOX		"HYPER STRENGTH,HYPER SPEED,SUPERSONIC FLIGHT,HYPER-INVULNERABILITY,HYPER-SENSES,HYPER HEARING,HYPER BREATH,HYPER FREEZING,HYPER-VISION
HEAT VISION
TELESCOPIC VISION
ELECTROMAGNETIC SPECTRUM VISION
MICROSCOPIC VISION
X-RAY VISION
NIGHT VISION,HEAT VISION,TELESCOPIC VISION,ELECTROMAGNETIC SPECTRUM VISION,MICROSCOPIC VISION,X-RAY VISION,NIGHT VISION,BODY POSSESSION,POWER AUGMENTATION,MIND CONTROL,HYPER HYPNOTISM,TELEPATHY,TELEKINESIS,TELEPORTATION,TECHNO-EMPATHY,INTANGIBILITY,ENERGY PROJECTION,ASTRAL PROJECTION,PROGNOSTICATION,SELF-TRANSMUTATION INTO PURE HYPER-ENERGY,MAGNETIC POWERS,MATTER TRANSMUTATION,ENERGY TRANSMUTATION,HAS A DEVICE ON HIS THIGHBOOTS WHICH EMITS VARIOUS GASES LIKE PARALYSIS CAUSING GAS,AN ACCOMPLISHED INVENTOR AND A SCIENTIFIC GENIUS"
Ozymandias	1986	1980	Peak human strength, speed, stamina and resilience,Genius-level intellect,Unrivaled understanding of human psychology,Master martial artist and hand-to-hand combatant,Body reading ability,Ultra-fast reflexes,Indomitable will,Skilled in tactical analysis and business management,Proficient engineer and historiographer	9		0	https://en.wikipedia.org/wiki/Adrian_Veidt	https://upload.wikimedia.org/wikipedia/en/c/cf/Adrian_Veidt_%28Ozymandia%29.png	img.dc_chars/196.png	OZYMANDIAS		PEAK HUMAN STRENGTH, SPEED, STAMINA AND RESILIENCE,GENIUS-LEVEL INTELLECT,UNRIVALED UNDERSTANDING OF HUMAN PSYCHOLOGY,MASTER MARTIAL ARTIST AND HAND-TO-HAND COMBATANT,BODY READING ABILITY,ULTRA-FAST REFLEXES,INDOMITABLE WILL,SKILLED IN TACTICAL ANALYSIS AND BUSINESS MANAGEMENT,PROFICIENT ENGINEER AND HISTORIOGRAPHER
Vixen	1981	1980	"Animal mimicry; has limited abilities mimic the traits of an animal due to a connection to the morphogenetic field known as the ""Red"". The Tantu Totem enhances her abilities considerably.
Enhanced strength, speed, stamina, durability, agility, reflexes, and senses.,Enhanced strength, speed, stamina, durability, agility, reflexes, and senses.,Skilled hand-to-hand combatant and athlete."	3	Bronze Tiger,Batwing,Anansi	3	https://en.wikipedia.org/wiki/Vixen_(character)	https://upload.wikimedia.org/wikipedia/en/f/f3/Vixen_%28DC_Comics_character%29.png	img.dc_chars/197.png	VIXEN	BRONZE TIGER,BATWING,ANANSI	"ANIMAL MIMICRY; HAS LIMITED ABILITIES MIMIC THE TRAITS OF AN ANIMAL DUE TO A CONNECTION TO THE MORPHOGENETIC FIELD KNOWN AS THE ""RED"". THE TANTU TOTEM ENHANCES HER ABILITIES CONSIDERABLY.
ENHANCED STRENGTH, SPEED, STAMINA, DURABILITY, AGILITY, REFLEXES, AND SENSES.,ENHANCED STRENGTH, SPEED, STAMINA, DURABILITY, AGILITY, REFLEXES, AND SENSES.,SKILLED HAND-TO-HAND COMBATANT AND ATHLETE."
Vril Dox	1964	1960	Tenth Level Intelligence	1		0	https://en.wikipedia.org/wiki/Vril_Dox	https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Brainiac2dcu0.jpg/250px-Brainiac2dcu0.jpg	img.dc_chars/198.jpg	VRIL DOX		TENTH LEVEL INTELLIGENCE
Bruce Wayne	1989	1980	Genius-level intellect,Expert detective,Master martial artist and hand-to-hand combatant,Master tactician, strategist, and field commander,Peak human physical and mental condition,Mastery of stealth and espionage,Utilizes high-tech equipment and weapons,Money / Riches	8		0	https://en.wikipedia.org/wiki/Bruce_Wayne_(1989_film_series_character)	https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Bruce_Wayne_%28Michael_Keaton%29.jpg/250px-Bruce_Wayne_%28Michael_Keaton%29.jpg	img.dc_chars/199.jpg	BRUCE WAYNE		GENIUS-LEVEL INTELLECT,EXPERT DETECTIVE,MASTER MARTIAL ARTIST AND HAND-TO-HAND COMBATANT,MASTER TACTICIAN, STRATEGIST, AND FIELD COMMANDER,PEAK HUMAN PHYSICAL AND MENTAL CONDITION,MASTERY OF STEALTH AND ESPIONAGE,UTILIZES HIGH-TECH EQUIPMENT AND WEAPONS,MONEY / RICHES
Bruce Wayne	2014	2010		0		0	https://en.wikipedia.org/wiki/Bruce_Wayne_(Gotham)	https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/David_Mazouz_Batman.png/250px-David_Mazouz_Batman.png	img.dc_chars/200.png	BRUCE WAYNE		
Damian Wayne	1987	1980	Genius-level intelligence with knowledge that makes him a skilled detective and crimefighter, a trained computer specialist, knowledgeable in the supernatural, and a capable strategist and tactician.,Expert martial artist and hand-to-hand combat, trained swordsman and in other weaponry, and has proficiency in stealth.,Proficient in using high-tech equipment and weapons (similar to Batman).	3	Batman,Dick Grayson,Jason Todd,Superboy	4	https://en.wikipedia.org/wiki/Damian_Wayne	https://upload.wikimedia.org/wikipedia/en/e/ee/Robin_%28Damian_Wayne%29.png	img.dc_chars/201.png	DAMIAN WAYNE	BATMAN,DICK GRAYSON,JASON TODD,SUPERBOY	GENIUS-LEVEL INTELLIGENCE WITH KNOWLEDGE THAT MAKES HIM A SKILLED DETECTIVE AND CRIMEFIGHTER, A TRAINED COMPUTER SPECIALIST, KNOWLEDGEABLE IN THE SUPERNATURAL, AND A CAPABLE STRATEGIST AND TACTICIAN.,EXPERT MARTIAL ARTIST AND HAND-TO-HAND COMBAT, TRAINED SWORDSMAN AND IN OTHER WEAPONRY, AND HAS PROFICIENCY IN STEALTH.,PROFICIENT IN USING HIGH-TECH EQUIPMENT AND WEAPONS (SIMILAR TO BATMAN).
The Web	1942	1940	Hi-Tech Suit,Taekwondo	2		0	https://en.wikipedia.org/wiki/Web_(character)	https://None	N/A	THE WEB		HI-TECH SUIT,TAEKWONDO
The Weird	1988	1980	Density manipulation,Energy manipulation,Flight,Non-corporeal energy form	4		0	https://en.wikipedia.org/wiki/Weird_(character)	https://upload.wikimedia.org/wikipedia/en/4/41/DCWeird4.jpg	img.dc_chars/203.jpg	THE WEIRD		DENSITY MANIPULATION,ENERGY MANIPULATION,FLIGHT,NON-CORPOREAL ENERGY FORM
Whip	2020	2020	Agility,Enhanced weaponry,Hand to hand combat	3		0	https://en.wikipedia.org/wiki/Whip_(character)	https://None	N/A	WHIP		AGILITY,ENHANCED WEAPONRY,HAND TO HAND COMBAT
White Witch	1966	1960	Spellcasting,Flight via ring	2		0	https://en.wikipedia.org/wiki/White_Witch_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Mysa_Nal_003.webp/250px-Mysa_Nal_003.webp.png	img.dc_chars/205.png	WHITE WITCH		SPELLCASTING,FLIGHT VIA RING
Wild Dog	1987	1980	Expert marksman,hand-to-hand combatant	2		0	https://en.wikipedia.org/wiki/Wild_Dog_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Wild_Dog_%28DC_Comics_character%29.png/250px-Wild_Dog_%28DC_Comics_character%29.png	img.dc_chars/206.png	WILD DOG		EXPERT MARKSMAN,HAND-TO-HAND COMBATANT
Wildcat	1942	1940	World champion heavyweight boxer,Master martial artist, hand-to-hand combatant and instructor,Peak physical condition,Nine lives at any given time	4		0	https://en.wikipedia.org/wiki/Wildcat_(Ted_Grant)	https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Wildcat_%28Ted_Grant%29.jpg/250px-Wildcat_%28Ted_Grant%29.jpg	img.dc_chars/207.jpg	WILDCAT		WORLD CHAMPION HEAVYWEIGHT BOXER,MASTER MARTIAL ARTIST, HAND-TO-HAND COMBATANT AND INSTRUCTOR,PEAK PHYSICAL CONDITION,NINE LIVES AT ANY GIVEN TIME
Rose Wilson	1992	1990	Enhanced strength, speed, stamina, durability, agility, reflexes, senses, and intellect,Accelerated healing,Decelerated aging,Precognition,Expert martial artist and hand-to-hand combatant,Expert markswoman and swordswoman,Power dampening, anti-psychic presence, mental link (New 52 incarnation)	7	Deathstroke,Dick Grayson,Jason Todd,Tim Drake,Wonder Girl (Cassie Sandsmark),Jericho,Beast Boy,Raven,Superboy (Kon-El),Bart Allen	10	https://en.wikipedia.org/wiki/Rose_Wilson	https://upload.wikimedia.org/wikipedia/en/a/af/Ravager_%28Rose_Wilson%29.png	img.dc_chars/208.png	ROSE WILSON	DEATHSTROKE,DICK GRAYSON,JASON TODD,TIM DRAKE,WONDER GIRL (CASSIE SANDSMARK),JERICHO,BEAST BOY,RAVEN,SUPERBOY (KON-EL),BART ALLEN	ENHANCED STRENGTH, SPEED, STAMINA, DURABILITY, AGILITY, REFLEXES, SENSES, AND INTELLECT,ACCELERATED HEALING,DECELERATED AGING,PRECOGNITION,EXPERT MARTIAL ARTIST AND HAND-TO-HAND COMBATANT,EXPERT MARKSWOMAN AND SWORDSWOMAN,POWER DAMPENING, ANTI-PSYCHIC PRESENCE, MENTAL LINK (NEW 52 INCARNATION)
Wonder Boy	1940	1940	Superhuman strength,stamina	2		0	https://en.wikipedia.org/wiki/Wonder_Boy_(character)	https://upload.wikimedia.org/wikipedia/en/d/d9/Wonderboyquality.jpg	img.dc_chars/209.jpg	WONDER BOY		SUPERHUMAN STRENGTH,STAMINA
Wonder Twins	1977	1970	Water and ice mimicry,Animal morphing	2		0	https://en.wikipedia.org/wiki/Wonder_Twins	https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Wonder_Twins_%28Zan_and_Jayna%29.png/250px-Wonder_Twins_%28Zan_and_Jayna%29.png	img.dc_chars/210.png	WONDER TWINS		WATER AND ICE MIMICRY,ANIMAL MORPHING
Wonder Woman	1941	1940	"Superhuman strength, speed, stamina, durability, senses, agility, and reflexes
The ability to summon and control lightning
Flight
Magic
Bulletproof
Reality Control
Telepathy
Creating weapons via her bracelets
Control over all armys as the God of War
Divine wisdom
Super breath
Power of healing factor
Immortality
Master martial artist and hand-to-hand combatant
Weapon mastery
Uses Lasso of Truth, indestructible bracelets to deflect opposing weapons, projectile tiara, sword, shield, and invisible plane,Superhuman strength, speed, stamina, durability, senses, agility, and reflexes,The ability to summon and control lightning,Flight,Magic,Bulletproof,Reality Control,Telepathy,Creating weapons via her bracelets,Control over all armys as the God of War,Divine wisdom,Super breath,Power of healing factor,Immortality,Master martial artist and hand-to-hand combatant,Weapon mastery,Uses Lasso of Truth, indestructible bracelets to deflect opposing weapons, projectile tiara, sword, shield, and invisible plane"	17	Wonder Girl,Steve Trevor,Superman,Batman	4	https://en.wikipedia.org/wiki/Wonder_Woman	https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Wonder_Woman_750.jpg/250px-Wonder_Woman_750.jpg	img.dc_chars/211.jpg	WONDER WOMAN	WONDER GIRL,STEVE TREVOR,SUPERMAN,BATMAN	"SUPERHUMAN STRENGTH, SPEED, STAMINA, DURABILITY, SENSES, AGILITY, AND REFLEXES
THE ABILITY TO SUMMON AND CONTROL LIGHTNING
FLIGHT
MAGIC
BULLETPROOF
REALITY CONTROL
TELEPATHY
CREATING WEAPONS VIA HER BRACELETS
CONTROL OVER ALL ARMYS AS THE GOD OF WAR
DIVINE WISDOM
SUPER BREATH
POWER OF HEALING FACTOR
IMMORTALITY
MASTER MARTIAL ARTIST AND HAND-TO-HAND COMBATANT
WEAPON MASTERY
USES LASSO OF TRUTH, INDESTRUCTIBLE BRACELETS TO DEFLECT OPPOSING WEAPONS, PROJECTILE TIARA, SWORD, SHIELD, AND INVISIBLE PLANE,SUPERHUMAN STRENGTH, SPEED, STAMINA, DURABILITY, SENSES, AGILITY, AND REFLEXES,THE ABILITY TO SUMMON AND CONTROL LIGHTNING,FLIGHT,MAGIC,BULLETPROOF,REALITY CONTROL,TELEPATHY,CREATING WEAPONS VIA HER BRACELETS,CONTROL OVER ALL ARMYS AS THE GOD OF WAR,DIVINE WISDOM,SUPER BREATH,POWER OF HEALING FACTOR,IMMORTALITY,MASTER MARTIAL ARTIST AND HAND-TO-HAND COMBATANT,WEAPON MASTERY,USES LASSO OF TRUTH, INDESTRUCTIBLE BRACELETS TO DEFLECT OPPOSING WEAPONS, PROJECTILE TIARA, SWORD, SHIELD, AND INVISIBLE PLANE"
Xerø	1997	1990	Ability to phase,see through walls	2		0	https://en.wikipedia.org/wiki/Xero_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Xerotrane.png/250px-Xerotrane.png	img.dc_chars/212.png	XERØ		ABILITY TO PHASE,SEE THROUGH WALLS
Xombi	1994	1990	Immortality via nanotechnology	1		0	https://en.wikipedia.org/wiki/Xombi	https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Xombimsu0.jpg/250px-Xombimsu0.jpg	img.dc_chars/213.jpg	XOMBI		IMMORTALITY VIA NANOTECHNOLOGY
Sodam Yat	1986	1980	"Superhuman strength, hearing, durability, and longevity
Superhuman vision
Heat vision
Microscopic vision
X-ray vision
Telescopic vision
Infrared vision
Superhuman breath
Freeze breath
Wind breath
Superhuman speed
Superhuman agility
Superhuman reflexes
Invulnerability
Healing Factor
Flight,Superhuman strength, hearing, durability, and longevity,Superhuman vision
Heat vision
Microscopic vision
X-ray vision
Telescopic vision
Infrared vision,Heat vision,Microscopic vision,X-ray vision,Telescopic vision,Infrared vision,Superhuman breath
Freeze breath
Wind breath,Freeze breath,Wind breath,Superhuman speed
Superhuman agility
Superhuman reflexes,Superhuman agility,Superhuman reflexes,Invulnerability,Healing Factor,Flight,Force field,Generation of hard-light constructs,Real-time translation of all languages,Ion"	21		0	https://en.wikipedia.org/wiki/Sodam_Yat	https://upload.wikimedia.org/wikipedia/en/c/cb/Ion_%28Sodam_Yat%29.png	img.dc_chars/214.png	SODAM YAT		"SUPERHUMAN STRENGTH, HEARING, DURABILITY, AND LONGEVITY
SUPERHUMAN VISION
HEAT VISION
MICROSCOPIC VISION
X-RAY VISION
TELESCOPIC VISION
INFRARED VISION
SUPERHUMAN BREATH
FREEZE BREATH
WIND BREATH
SUPERHUMAN SPEED
SUPERHUMAN AGILITY
SUPERHUMAN REFLEXES
INVULNERABILITY
HEALING FACTOR
FLIGHT,SUPERHUMAN STRENGTH, HEARING, DURABILITY, AND LONGEVITY,SUPERHUMAN VISION
HEAT VISION
MICROSCOPIC VISION
X-RAY VISION
TELESCOPIC VISION
INFRARED VISION,HEAT VISION,MICROSCOPIC VISION,X-RAY VISION,TELESCOPIC VISION,INFRARED VISION,SUPERHUMAN BREATH
FREEZE BREATH
WIND BREATH,FREEZE BREATH,WIND BREATH,SUPERHUMAN SPEED
SUPERHUMAN AGILITY
SUPERHUMAN REFLEXES,SUPERHUMAN AGILITY,SUPERHUMAN REFLEXES,INVULNERABILITY,HEALING FACTOR,FLIGHT,FORCE FIELD,GENERATION OF HARD-LIGHT CONSTRUCTS,REAL-TIME TRANSLATION OF ALL LANGUAGES,ION"
Yellow Peri	1982	1980	Expertise in Occultism,Adept Magic User	2		0	https://en.wikipedia.org/wiki/Yellow_Peri	https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Yellowperidcu0.jpg/250px-Yellowperidcu0.jpg	img.dc_chars/215.jpg	YELLOW PERI		EXPERTISE IN OCCULTISM,ADEPT MAGIC USER
Yellowjacket	1944	1940	Ability to control  yellowjackets	1		0	https://en.wikipedia.org/wiki/Yellowjacket_(Charlton_Comics)	https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Yellowjacketcomics3.jpg/250px-Yellowjacketcomics3.jpg	img.dc_chars/216.jpg	YELLOWJACKET		ABILITY TO CONTROL  YELLOWJACKETS
Zatanna	1964	1960	Mastery of various forms of magic; primarily commands magical energies, cosmic forces, and spell-casting through speaking commands backwards, although not required,Occult and demonology expert,Master stage magician and escape artist,Skilled hand-to-hand combatant	4	Doctor Fate,John Constantine,Batman,Wonder Woman,Black Canary,Swamp Thing,The Flash,Raven	8	https://en.wikipedia.org/wiki/Zatanna	https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Zatanna_Bring_Down_The_House.jpeg/250px-Zatanna_Bring_Down_The_House.jpeg	img.dc_chars/217.jpeg	ZATANNA	DOCTOR FATE,JOHN CONSTANTINE,BATMAN,WONDER WOMAN,BLACK CANARY,SWAMP THING,THE FLASH,RAVEN	MASTERY OF VARIOUS FORMS OF MAGIC; PRIMARILY COMMANDS MAGICAL ENERGIES, COSMIC FORCES, AND SPELL-CASTING THROUGH SPEAKING COMMANDS BACKWARDS, ALTHOUGH NOT REQUIRED,OCCULT AND DEMONOLOGY EXPERT,MASTER STAGE MAGICIAN AND ESCAPE ARTIST,SKILLED HAND-TO-HAND COMBATANT
Archie O'Toole	1938	1930		0		0	https://en.wikipedia.org/wiki/Archie_O%27Toole	https://None	N/A	ARCHIE O'TOOLE		
Captain Compass	1948	1940		0		0	https://en.wikipedia.org/wiki/Captain_Compass	https://None	N/A	CAPTAIN COMPASS		
Chief Parker	1956	1950		0		0	https://en.wikipedia.org/wiki/Chief_Parker	https://None	N/A	CHIEF PARKER		
Danny the Street	1990	1990	Teleportation,Molecular reconstruction	2		0	https://en.wikipedia.org/wiki/Danny_the_Street	https://None	N/A	DANNY THE STREET		TELEPORTATION,MOLECULAR RECONSTRUCTION
DC Comics: Anatomy of a Metahuman - Wikipedia	2020	2020		0		0	https://en.wikipedia.org/wiki/DC_Comics:_Anatomy_of_a_Metahuman	https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/DC_Comics_Anatomy_of_a_Metahuman.jpg/250px-DC_Comics_Anatomy_of_a_Metahuman.jpg	img.dc_chars/222.jpg	DC COMICS: ANATOMY OF A METAHUMAN - WIKIPEDIA		
Dr. Ellen Dolan	1940	1940		0		0	https://en.wikipedia.org/wiki/Ellen_Dolan_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ellendolanheadshot.jpg/179px-Ellendolanheadshot.jpg	img.dc_chars/223.jpg	DR. ELLEN DOLAN		
Tam Fox	2002	2000		0		0	https://en.wikipedia.org/wiki/Tamara_Fox	https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Tam_Fox.jpg/250px-Tam_Fox.jpg	img.dc_chars/224.jpg	TAM FOX		
The Haunted Tank	2020	2020		0		0	https://en.wikipedia.org/wiki/Haunted_Tank	https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Hauntedtank.jpg/250px-Hauntedtank.jpg	img.dc_chars/225.jpg	THE HAUNTED TANK		
Johnny DC	2020	2020		0		0	https://en.wikipedia.org/wiki/Johnny_DC	https://upload.wikimedia.org/wikipedia/en/e/e3/JohnnyDCLogo.jpg	img.dc_chars/226.jpg	JOHNNY DC		
Kid Flash	1959	1950		0		0	https://en.wikipedia.org/wiki/Kid_Flash	https://upload.wikimedia.org/wikipedia/en/c/c1/Kid_Flash_%28Wally_West_circa_1961%29.png	img.dc_chars/227.png	KID FLASH		
Lana Lang	1950	1950	Electro-magnetic energy manipulation,,Flight,Superhuman strength,Superhuman speed,Superhuman stamina,Freeze breath,Heat vision,Invulnerability,Electric and magnetism Manipulation	9		0	https://en.wikipedia.org/wiki/Lana_Lang	https://upload.wikimedia.org/wikipedia/en/5/52/Lana_Lang_%28DC_Comics_character%29.png	img.dc_chars/228.png	LANA LANG		ELECTRO-MAGNETIC ENERGY MANIPULATION,,FLIGHT,SUPERHUMAN STRENGTH,SUPERHUMAN SPEED,SUPERHUMAN STAMINA,FREEZE BREATH,HEAT VISION,INVULNERABILITY,ELECTRIC AND MAGNETISM MANIPULATION
Lex Luthor	2017	2010		0		0	https://en.wikipedia.org/wiki/Lex_Luthor_(Arrowverse)	https://None	N/A	LEX LUTHOR		
Mademoiselle Marie	1959	1950	Markswoman	1		0	https://en.wikipedia.org/wiki/Mademoiselle_Marie	https://None	N/A	MADEMOISELLE MARIE		MARKSWOMAN
Valerie Perez	2006	2000		0		0	https://en.wikipedia.org/wiki/Valerie_Perez	https://upload.wikimedia.org/wikipedia/en/thumb/6/64/ValPerez.jpg/186px-ValPerez.jpg	img.dc_chars/231.jpg	VALERIE PEREZ		
